,molregno_F,assay_F,value_F,molregno_H,assay_H,value_H
66265,145064,201226,2580.0,145097.0,201226,11440.0
66266,145064,61358,1000.0,145097.0,61358,1000.0
66268,145064,61358,1000.0,145097.0,61358,1900.0
66271,145064,201226,10000.0,145097.0,201226,10000.0
66273,145064,201226,10000.0,145097.0,201226,11440.0
66282,145502,1697,0.9,193567.0,1697,1.3
66287,145502,1612,185.0,193567.0,1612,114.0
66366,146233,159735,0.005,146270.0,159735,0.0028
66370,146233,158602,0.37,146270.0,158602,2.0
66372,146365,155296,320.0,146034.0,155296,415.0
66373,146377,89751,15.0,147112.0,89751,7.0
66376,146377,89752,12.0,147112.0,89752,6.0
66377,147042,89751,14.0,147112.0,89751,7.0
66380,147042,89752,11.0,147112.0,89752,6.0
66381,146746,28190,10.0,146674.0,28190,0.8
66382,146835,96349,5.1,146822.0,96349,12.9
66401,146835,69211,3.4,146822.0,69211,17.7
66420,146835,122734,10.9,146822.0,122734,4.8
66439,146835,43945,15.1,146822.0,43945,13.0
66458,146835,105307,40.0,146822.0,105307,30.0
66477,146835,98803,60.0,146822.0,98803,20.0
66496,146835,85877,40.0,146822.0,85877,50.0
66515,146835,83419,20.0,146822.0,83419,40.0
66534,146835,84821,40.0,146822.0,84821,50.0
66553,146835,78205,3.8,146822.0,78205,3.4
66572,146835,78203,2.6,146822.0,78203,3.0
66591,146835,78207,3.5,146822.0,78207,3.4
66610,146835,78209,2.7,146822.0,78209,1.8
66629,146835,78211,3.5,146822.0,78211,3.5
66648,146835,78213,3.5,146822.0,78213,3.5
66667,146835,80719,20.0,146822.0,80719,20.0
66686,146835,78215,9.0,146822.0,78215,5.0
66705,146835,428967,5.1,146822.0,428967,12.9
66706,146925,49704,570.0,147536.0,49704,120.0
66707,147393,49704,100.0,147536.0,49704,120.0
66708,146945,216496,2.0,146508.0,216496,0.7
66709,147026,148191,60.0,146990.0,148191,280.0
66710,147039,148191,60.0,145806.0,148191,17.0
66711,147041,148191,17.0,145806.0,148191,17.0
66717,147132,208260,0.16,5818.0,208260,1.4
66724,147612,208260,0.37,5818.0,208260,1.4
66726,147229,216496,0.3,146506.0,216496,3.0
66727,147249,148191,1700.0,147250.0,148191,5000.0
66728,147310,157858,0.74,147319.0,157858,0.39
66731,147310,159271,1.7,147319.0,159271,1.5
66732,147377,212267,6.4,147267.0,212267,9.0
66735,147377,463169,6.4,147267.0,463169,9.0
66737,147552,48534,10.0,148138.0,48534,10.0
66739,147599,156041,11.0,147500.0,156041,8.0
66746,147795,49704,110.0,148037.0,49704,200.0
66748,147850,214674,0.9,148353.0,214674,0.63
66750,147852,214674,1.02,148353.0,214674,0.63
66751,148442,49898,-7.37,95379.0,49898,-7.64
66756,148442,48242,-5.6,95379.0,48242,-6.0
66759,148803,49898,-7.68,95379.0,49898,-7.64
66764,148803,48242,-5.98,95379.0,48242,-6.0
66767,148804,49898,-7.53,95379.0,49898,-7.64
66772,148804,48242,-6.23,95379.0,48242,-6.0
66775,149126,49898,-7.76,95379.0,49898,-7.64
66780,149126,48242,-5.77,95379.0,48242,-6.0
66783,148510,143028,1080.0,148511.0,143028,200.0
66786,148596,99693,0.2,149130.0,99693,0.2
66787,148895,87173,1.9,148477.0,87173,0.9
66788,148950,5579,0.5,149702.0,5579,0.73
66794,148950,77824,0.9,149702.0,77824,0.78
66800,148950,38491,0.31,149702.0,38491,0.61
66806,148950,214372,0.5,149702.0,214372,1.4
66812,148950,214373,0.04,149702.0,214373,0.04
66813,149628,5579,1.02,149702.0,5579,0.73
66819,149628,77824,1.53,149702.0,77824,0.78
66825,149628,38491,0.36,149702.0,38491,0.61
66831,149628,214372,0.7,149702.0,214372,1.4
66837,149628,214373,0.05,149702.0,214373,0.04
66838,149032,87175,,149063.0,87175,
66839,149145,87173,2.9,148853.0,87173,0.7
66840,149205,49898,-6.86,144618.0,49898,-7.06
66845,149205,48242,-6.32,144618.0,48242,-6.75
66848,149236,44375,0.0087,149864.0,44375,0.0133
66849,149337,214372,164.0,149643.0,214372,16.0
66852,149337,214373,2.0,149643.0,214373,0.2
66853,149671,214372,27.0,149643.0,214372,16.0
66856,149671,214373,0.3,149643.0,214373,0.2
66889,149529,96115,0.2,149331.0,96115,1.0
66892,149529,956092,0.2,149331.0,956092,1.0
66893,149629,214372,31.0,148999.0,214372,12.0
66898,149629,214373,0.85,148999.0,214373,0.7
66903,403845,451069,427.0,148999.0,451069,1385.0
66908,403845,451070,86.0,148999.0,451070,962.0
66909,149667,87175,,149648.0,87175,
66910,149723,73559,0.54,149750.0,73559,4.1
66913,149723,73382,0.54,149750.0,73382,4.1
66914,149756,159854,365.0,150011.0,159854,353.0
66915,150081,159854,158.0,150011.0,159854,353.0
66916,149876,159854,74.0,149809.0,159854,609.0
66917,150421,159854,80.0,149809.0,159854,609.0
66918,150903,159854,99.0,149809.0,159854,609.0
66919,150904,159854,122.0,149809.0,159854,609.0
66920,149893,140400,13.0,150016.0,140400,48.0
66921,149895,140400,18.0,150350.0,140400,14.0
66922,149925,159854,3331.0,149729.0,159854,1674.0
66923,149926,159854,496.0,149730.0,159854,549.0
66924,149949,159854,5685.0,149730.0,159854,549.0
66929,150063,144081,5.8,39364.0,144081,2.7
66935,150069,149542,9661.0,149951.0,149542,11632.0
66938,150069,149397,312.0,149951.0,149397,356.0
66939,150083,159854,100.0,150154.0,159854,90.0
66940,150084,159854,146.0,150189.0,159854,220.0
66941,150098,159854,1772.0,150189.0,159854,220.0
66942,150099,159854,10.0,150189.0,159854,220.0
66943,150110,159854,146.0,150189.0,159854,220.0
66944,150193,67363,3.8,150606.0,67363,11.9
66949,150193,67680,66.6,150606.0,67680,300.0
66959,150193,67815,1555.0,150606.0,67815,
66960,150196,77865,198.0,150195.0,77865,103.0
66963,150196,77872,790.0,150195.0,77872,410.0
66966,150483,67363,0.5,109579.0,67363,1.8
66973,150483,67680,13.0,109579.0,67680,44.4
66980,150483,67495,6.1,109579.0,67495,5.0
66987,150483,67815,516.1,109579.0,67815,238.8
66988,150575,76067,2.7,151400.0,76067,2.4
66999,150581,67363,13.5,108509.0,67363,3.0
67003,150581,67363,13.5,108509.0,67363,23.0
67016,150581,67680,413.2,108509.0,67680,143.0
67020,150581,67680,413.2,108509.0,67680,287.0
67053,150672,63348,2.0,150939.0,63348,1.3
67054,150800,39629,96.0,150557.0,39629,67.0
67056,150819,76067,1.6,151159.0,76067,0.99
67057,150954,36933,0.24,150963.0,36933,0.46
67061,150954,104647,40.0,150963.0,104647,80.0
67065,150954,104648,200.0,150963.0,104648,200.0
67066,150955,63348,0.9,150908.0,63348,0.6
67067,150956,63348,0.6,150900.0,63348,0.5
67068,151096,76067,2.1,151097.0,76067,1.3
67069,151132,76067,7.6,150996.0,76067,3.3
67070,151143,76067,4.0,151170.0,76067,2.1
67071,151146,36933,21.0,151411.0,36933,13.0
67075,151146,104647,22.0,151411.0,104647,70.0
67079,151146,104648,200.0,151411.0,104648,200.0
67080,151185,76067,1.7,151167.0,76067,1.4
67081,151186,76067,3.5,151928.0,76067,2.5
67082,151187,76067,2.0,151926.0,76067,0.78
67083,151234,76066,3.6,151152.0,76066,2.4
67084,151262,63762,577.0,192509.0,63762,910.0
67089,151262,468986,6.23,192509.0,468986,6.04
67096,151296,76067,2.1,151484.0,76067,0.82
67097,151315,76067,2.2,151363.0,76067,0.84
67098,151367,66586,6100.0,151155.0,66586,12000.0
67100,151401,76067,2.0,151882.0,76067,0.76
67101,151454,209812,0.066,151982.0,209812,0.25
67104,151454,97691,0.42,151982.0,97691,8.0
67105,152125,209812,0.62,151982.0,209812,0.25
67108,152125,97691,100.0,151982.0,97691,8.0
67109,152161,209812,0.15,151982.0,209812,0.25
67112,152161,97691,100.0,151982.0,97691,8.0
67152,151617,76067,1.9,151776.0,76067,0.86
67153,151639,66586,3.8,151181.0,66586,29.0
67168,151639,468986,8.42,151181.0,468986,7.53
67285,151689,124507,25.0,213577.0,124507,270.0
67289,151689,124653,250.0,213577.0,124653,2370.0
67291,151689,124507,30.0,213577.0,124507,270.0
67294,151689,124507,25.0,213577.0,124507,270.0
67298,151689,124653,250.0,213577.0,124653,2370.0
67303,213265,124507,450.0,213577.0,124507,270.0
67306,151777,76067,2.3,150502.0,76067,1.7
67309,151817,76067,2.7,151131.0,76067,1.2
67310,151838,66586,2.0,150609.0,66586,100.0
67312,151868,76069,0.021,152001.0,76069,0.022
67313,152429,76069,0.14,152001.0,76069,0.022
67314,152986,76069,0.12,152001.0,76069,0.022
67315,152072,209812,0.096,151970.0,209812,0.22
67318,152072,97691,1.0,151970.0,97691,14.0
67319,152119,209812,0.023,151947.0,209812,0.064
67322,152119,97691,1.0,151947.0,97691,8.0
67323,152199,76069,0.034,152131.0,76069,0.019
67324,152216,214233,63.0,152310.0,214233,71.0
67325,152254,76069,0.13,152256.0,76069,0.51
67326,152273,76069,0.036,152275.0,76069,0.021
67327,152410,76069,0.1,152411.0,76069,0.035
67328,152413,76069,0.17,152426.0,76069,0.26
67329,152492,76069,0.25,152456.0,76069,0.51
67330,152522,76069,0.018,152491.0,76069,0.024
67331,152567,76069,0.032,152000.0,76069,0.042
67332,152568,163037,6.6,153474.0,163037,1.2
67334,152759,70125,0.032,152982.0,70125,0.02
67337,152759,71802,2.2,152982.0,71802,4.1
67338,152766,70125,0.016,152823.0,70125,0.018
67341,152766,71802,0.99,152823.0,71802,0.33
67342,152769,69008,100.0,153088.0,69008,100.0
67345,152769,142003,100.0,153088.0,142003,100.0
67346,153017,76069,0.095,153057.0,76069,0.1
67347,153054,70125,0.009,152869.0,70125,0.016
67350,153054,71802,0.09,152869.0,71802,1.01
67351,153168,41497,0.14,244380.0,41497,0.21
67352,153227,34536,32.82,153199.0,34536,77.76
67355,153227,216935,,153199.0,216935,
67356,153303,65482,24.9,153938.0,65482,6.3
67359,153303,63683,241.0,153938.0,63683,50.7
67360,153825,65482,7.3,153938.0,65482,6.3
67363,153825,63683,33.2,153938.0,63683,50.7
67364,153596,65482,7.9,152883.0,65482,6.4
67367,153596,63683,13.1,152883.0,63683,47.4
67368,153611,65482,3.5,152883.0,65482,6.4
67371,153611,63683,33.1,152883.0,63683,47.4
67372,153686,65482,11.8,152883.0,65482,6.4
67375,153686,63683,25.3,152883.0,63683,47.4
67376,153766,65482,2.5,152883.0,65482,6.4
67379,153766,63683,83.6,152883.0,63683,47.4
67386,153787,65482,6.7,152883.0,65482,6.4
67389,153787,63683,32.9,152883.0,63683,47.4
67390,153788,65482,6.0,152883.0,65482,6.4
67393,153788,63683,109.0,152883.0,63683,47.4
67394,153798,65482,5.9,152883.0,65482,6.4
67397,153798,63683,49.7,152883.0,63683,47.4
67398,153799,65482,7.2,152883.0,65482,6.4
67401,153799,63683,72.7,152883.0,63683,47.4
67402,153800,65482,2.4,152883.0,65482,6.4
67405,153800,63683,13.2,152883.0,63683,47.4
67406,153818,65482,6.7,152883.0,65482,6.4
67409,153818,63683,26.8,152883.0,63683,47.4
67410,153824,65482,3.7,152883.0,65482,6.4
67413,153824,63683,18.5,152883.0,63683,47.4
67414,154039,65482,6.5,152883.0,65482,6.4
67417,154039,63683,49.7,152883.0,63683,47.4
67418,154040,65482,6.5,152883.0,65482,6.4
67421,154040,63683,32.8,152883.0,63683,47.4
67422,154086,65482,1.1,152883.0,65482,6.4
67425,154086,63683,17.7,152883.0,63683,47.4
67426,154171,65482,6.8,152883.0,65482,6.4
67429,154171,63683,28.8,152883.0,63683,47.4
67430,153682,65482,30.3,154006.0,65482,4.6
67433,153682,63683,80.2,154006.0,63683,22.4
67434,153996,65482,9.1,154006.0,65482,4.6
67437,153996,63683,49.3,154006.0,63683,22.4
67438,153703,65482,1.4,153232.0,65482,10.2
67441,153703,63683,10.9,153232.0,63683,48.1
67460,2162996,1629680,61.0,1080093.0,1629680,112.0
67464,2162996,1629679,81.0,1080093.0,1629679,77.0
67468,2162996,1629681,89.0,1080093.0,1629681,309.0
67469,153820,65482,104.0,153262.0,65482,8.9
67472,153820,63683,22.5,153262.0,63683,55.0
67473,153870,124486,0.1,154254.0,124486,0.9
67479,153870,124725,1.0,154254.0,124725,2.0
67485,153870,468977,0.1,154254.0,468977,0.9
67491,153870,468980,1.0,154254.0,468980,2.0
67497,153870,932679,10.0,154254.0,932679,9.046
67509,154236,153883,5.0,154812.0,153883,10.0
67520,154236,154207,0.077,154812.0,154207,0.057
67534,154236,305761,0.028,154812.0,305761,0.028
67545,154236,305762,0.077,154812.0,305762,0.057
67556,154236,307269,14.66,154812.0,307269,14.79
67558,154296,124486,1.1,154810.0,124486,1.5
67564,154296,124725,3.8,154810.0,124725,11.4
67570,154296,468977,1.1,154810.0,468977,1.5
67576,154296,468980,3.8,154810.0,468980,11.4
67582,154296,932679,8.959,154810.0,932679,8.824
67583,154324,124486,7.0,155308.0,124486,30.0
67587,154324,468977,7.0,155308.0,468977,30.0
67591,154324,932679,8.155,155308.0,932679,7.523
67592,154582,124486,44.0,155308.0,124486,30.0
67596,154582,468977,44.0,155308.0,468977,30.0
67600,154582,932679,7.357,155308.0,932679,7.523
67601,154624,124486,22.0,155308.0,124486,30.0
67605,154624,468977,22.0,155308.0,468977,30.0
67609,154624,932679,7.658,155308.0,932679,7.523
67610,155184,124486,79.0,155308.0,124486,30.0
67614,155184,468977,79.0,155308.0,468977,30.0
67618,155184,932679,7.102,155308.0,932679,7.523
67619,155225,124486,7.0,155308.0,124486,30.0
67623,155225,468977,7.0,155308.0,468977,30.0
67627,155225,932679,8.155,155308.0,932679,7.523
67628,154376,124486,3.0,154255.0,124486,6.0
67634,154376,468977,3.0,154255.0,468977,6.0
67639,154376,932679,8.523,154255.0,932679,8.222
67640,154412,124486,130.0,154532.0,124486,44.0
67644,154412,468977,130.0,154532.0,468977,44.0
67648,154412,932679,6.886,154532.0,932679,7.357
67649,154413,124486,170.0,154567.0,124486,320.0
67653,154413,468977,170.0,154567.0,468977,320.0
67657,154413,932679,6.77,154567.0,932679,6.495
67658,154845,124486,0.13,154846.0,124486,0.1
67664,154845,124725,0.7,154846.0,124725,1.4
67670,154845,468977,0.13,154846.0,468977,0.1
67676,154845,468980,0.7,154846.0,468980,1.4
67682,154845,932679,9.886,154846.0,932679,10.0
67683,154852,124486,0.1,154579.0,124486,0.2
67695,154852,468977,0.1,154579.0,468977,0.2
67701,154852,468980,0.7,154579.0,468980,1.6
67707,154852,932679,10.0,154579.0,932679,9.699
67708,155083,76082,72.0,155089.0,76082,100.0
67709,155182,124486,11.0,154609.0,124486,11.0
67713,155182,468977,11.0,154609.0,468977,11.0
67717,155182,932679,7.959,154609.0,932679,7.959
67719,155476,208264,10.0,155601.0,208264,6.5
67721,155561,208264,15.0,155601.0,208264,6.5
67723,155562,208264,13.0,155601.0,208264,6.5
67725,155677,208264,37.0,155601.0,208264,6.5
67727,156704,208264,9.0,155601.0,208264,6.5
67728,155548,76082,14.0,155063.0,76082,8.2
67729,155603,76082,100.0,155607.0,76082,80.0
67730,155604,76082,100.0,155021.0,76082,100.0
67731,156085,214965,6.2,155741.0,214965,0.7
67732,156085,214965,6.2,155741.0,214965,7.2
67733,156206,208264,22.0,156157.0,208264,21.0
67734,156210,208264,30.0,155499.0,208264,13.0
67735,156228,208264,200.0,155616.0,208264,120.0
67738,156353,205406,7.66,156663.0,205406,7.56
67743,156353,84418,6.25,156663.0,84418,6.44
67744,157185,100236,0.9,157051.0,100236,0.9
67747,157185,28882,7.6,157051.0,28882,12.2
67748,157282,28138,50.0,157315.0,28138,50.0
67751,157282,41427,48.0,157315.0,41427,50.0
67755,157684,205567,0.41,30275.0,205567,0.49
67769,157685,205567,0.8,30275.0,205567,0.49
67824,158629,159749,0.075,158989.0,159749,0.4
67829,158629,159279,3.0,158989.0,159279,66.0
67832,158649,50464,16.0,158632.0,50464,8.0
67833,158794,217771,1.9,158796.0,217771,3.2
67836,158794,92473,0.9,158796.0,92473,3.6
67837,158899,89813,0.41,159133.0,89813,0.073
67840,158899,207615,1.0,159133.0,207615,1.0
67841,159143,89813,0.2,159133.0,89813,0.073
67844,159143,207615,1.0,159133.0,207615,1.0
67845,159152,89813,0.12,159133.0,89813,0.073
67848,159152,207615,1.0,159133.0,207615,1.0
67849,158977,1232,110.0,159626.0,1232,20.0
67858,159228,1232,10.0,159626.0,1232,20.0
67867,159569,1232,17.0,159626.0,1232,20.0
67876,159594,1232,27.0,159626.0,1232,20.0
67885,159595,1232,13.0,159626.0,1232,20.0
67894,159602,1232,2.6,159626.0,1232,20.0
67903,159627,1232,57.0,159626.0,1232,20.0
67912,159628,1232,34.0,159626.0,1232,20.0
67921,159631,1232,21.0,159626.0,1232,20.0
67930,159020,40188,65.0,159407.0,40188,16.0
67933,159020,40039,700.0,159407.0,40039,823.0
67934,159463,40188,203.0,159407.0,40188,16.0
67937,159463,40039,2.8,159407.0,40039,823.0
67938,159464,40188,31.0,159407.0,40188,16.0
67941,159464,40039,1.0,159407.0,40039,823.0
67946,159249,199711,9.0,159546.0,199711,123.0
67952,159249,89092,11.0,159546.0,89092,51.0
67958,159249,71255,10.0,159546.0,71255,300.0
67964,159249,50717,56.0,159546.0,50717,164.0
67966,159250,1232,19.0,159247.0,1232,2.2
67976,159283,1232,0.75,159247.0,1232,2.2
67986,159386,1232,260.0,158645.0,1232,460.0
67987,159410,217771,0.25,158793.0,217771,0.32
67990,159410,92473,1.9,158793.0,92473,26.5
67991,159424,3174,1000.0,159333.0,3174,1000.0
67992,159665,158967,3.7,159777.0,158967,2.2
67993,159726,212010,5.5,159756.0,212010,30.0
67994,159754,212010,40.0,159719.0,212010,40.0
67995,160012,67839,360.0,160074.0,67839,150.0
67999,160012,67840,300.0,160074.0,67840,130.0
68003,160012,164838,350.0,160074.0,164838,760.0
68004,160017,67839,200.0,160074.0,67839,150.0
68008,160017,67840,340.0,160074.0,67840,130.0
68012,160017,164838,210.0,160074.0,164838,760.0
68013,160153,204599,3.3,160200.0,204599,5.6
68019,160309,204599,3.6,160200.0,204599,5.6
68021,160310,204599,15.0,160200.0,204599,5.6
68023,160302,34396,0.27,37915.0,34396,5.0
68074,160638,204599,97.0,159290.0,204599,50.0
68076,160640,204599,300.0,159857.0,204599,88.0
68078,160671,37644,0.4,160773.0,37644,8.0
68079,161540,37644,20.0,160773.0,37644,8.0
68080,161574,37644,4.0,160773.0,37644,8.0
68087,160699,51929,18.0,160276.0,51929,96.0
68098,160699,51926,21.0,160276.0,51926,62.0
68109,160699,51927,19.0,160276.0,51927,33.0
68120,160699,51928,19.0,160276.0,51928,22.0
68121,160729,31116,0.55,161467.0,31116,0.1
68136,1164288,758249,28.41,17644.0,758249,30.64
68143,1164288,758250,33.78,17644.0,758250,45.53
68150,1164288,758251,16.9,17644.0,758251,30.19
68153,161121,93545,2.1,284105.0,93545,2.2
68154,161162,39473,0.44,161004.0,39473,2.19
68155,161254,39473,2.4,161004.0,39473,2.19
68156,161287,39473,5.35,161004.0,39473,2.19
68165,161232,53368,0.62,162221.0,53368,0.48
68184,161232,53374,500.0,162221.0,53374,165.0
68201,161825,53368,0.39,162221.0,53368,0.48
68220,161825,53374,70.0,162221.0,53374,165.0
68237,161604,50351,1.6,78028.0,50351,7.0
68279,161604,52665,5.796,78028.0,52665,5.155
68321,161604,51337,5.886,78028.0,51337,4.996
68363,161604,71150,7.097,78028.0,71150,6.208
68427,161604,593420,1.6,78028.0,593420,7.0
68469,161604,593419,0.08,78028.0,593419,0.62
68495,161723,159273,674.0,162133.0,159273,1000.0
68498,161723,159602,8.0,162133.0,159602,4.0
68507,161790,69162,1000.0,161810.0,69162,1000.0
68525,161790,69161,1000.0,161810.0,69161,1000.0
68543,161790,69160,1000.0,161810.0,69160,1000.0
68561,161790,69159,1000.0,161810.0,69159,1000.0
68579,161790,68570,1000.0,161810.0,68570,1000.0
68597,161790,219280,1000.0,161810.0,219280,1000.0
68615,161790,219274,1000.0,161810.0,219274,1000.0
68633,161790,219275,1000.0,161810.0,219275,1000.0
68651,161790,223416,1000.0,161810.0,223416,1000.0
68669,161790,223415,1000.0,161810.0,223415,1000.0
68687,161790,226362,1000.0,161810.0,226362,1000.0
68705,161790,216236,1000.0,161810.0,216236,1000.0
68723,161790,216877,1000.0,161810.0,216877,1000.0
68741,161790,215873,1000.0,161810.0,215873,1000.0
68759,161790,216304,1000.0,161810.0,216304,1000.0
68795,161790,46288,1000.0,161810.0,46288,1000.0
68796,161892,79236,2.0,162945.0,79236,0.6
68800,161892,84356,2.5,162945.0,84356,10.0
68804,161892,213646,10.0,162945.0,213646,10.0
68805,162011,69162,1000.0,161806.0,69162,1000.0
68823,162011,69161,1000.0,161806.0,69161,1000.0
68841,162011,69160,1000.0,161806.0,69160,1000.0
68859,162011,69159,1000.0,161806.0,69159,1000.0
68877,162011,68570,1000.0,161806.0,68570,1000.0
68895,162011,219280,1000.0,161806.0,219280,1000.0
68913,162011,219274,1000.0,161806.0,219274,1000.0
68931,162011,219275,1000.0,161806.0,219275,1000.0
68967,162011,223415,1000.0,161806.0,223415,1000.0
68985,162011,226362,1000.0,161806.0,226362,1000.0
69003,162011,216236,1000.0,161806.0,216236,1000.0
69021,162011,216877,1000.0,161806.0,216877,1000.0
69039,162011,215873,1000.0,161806.0,215873,1000.0
69057,162011,216304,1000.0,161806.0,216304,1000.0
69075,162011,216305,1000.0,161806.0,216305,1000.0
69093,162011,46288,1000.0,161806.0,46288,1000.0
69094,162125,69162,1000.0,161806.0,69162,1000.0
69112,162125,69161,1000.0,161806.0,69161,1000.0
69130,162125,69160,1000.0,161806.0,69160,1000.0
69148,162125,69159,1000.0,161806.0,69159,1000.0
69166,162125,68570,1000.0,161806.0,68570,1000.0
69184,162125,219280,1000.0,161806.0,219280,1000.0
69202,162125,219274,1000.0,161806.0,219274,1000.0
69220,162125,219275,1000.0,161806.0,219275,1000.0
69238,162125,223416,1000.0,161806.0,223416,1000.0
69256,162125,223415,1000.0,161806.0,223415,1000.0
69274,162125,226362,1000.0,161806.0,226362,1000.0
69292,162125,216236,1000.0,161806.0,216236,1000.0
69310,162125,216877,1000.0,161806.0,216877,1000.0
69328,162125,215873,1000.0,161806.0,215873,1000.0
69346,162125,216304,1000.0,161806.0,216304,1000.0
69364,162125,216305,1000.0,161806.0,216305,1000.0
69382,162125,46288,1000.0,161806.0,46288,1000.0
69383,162159,69162,1000.0,161806.0,69162,1000.0
