,molregno_F,assay_F,value_F,molregno_H,assay_H,value_H
59387,119721,147788,100.0,119149.0,147788,10.0
59392,119721,43712,100.0,119149.0,43712,30.0
59397,119721,38180,100.0,119149.0,38180,100.0
59398,119733,99483,2.0,119469.0,99483,0.29
59400,119733,99483,2.0,119469.0,99483,0.42
59402,119733,99483,2.0,119469.0,99483,3.4
59404,119733,99483,2.0,119469.0,99483,0.32
59407,119733,144929,1.0,119469.0,144929,0.098
59409,119733,144929,1.0,119469.0,144929,0.078
59411,119733,144929,1.0,119469.0,144929,1.1
59413,119733,144929,1.0,119469.0,144929,0.16
59414,119782,95946,100.0,119250.0,95946,45.0
59419,119782,147788,50.0,119250.0,147788,5.0
59424,119782,43712,100.0,119250.0,43712,30.0
59429,119782,38180,100.0,119250.0,38180,100.0
59430,119820,4994,0.09,119941.0,4994,0.2
59431,119940,4994,0.2,119410.0,4994,0.46
59432,119948,99483,6.0,119903.0,99483,40.0
59434,119948,99483,6.0,119903.0,99483,2.3
59436,119948,99483,6.0,119903.0,99483,1.3
59438,119948,99483,6.0,119903.0,99483,1.2
59441,119948,144929,9.4,119903.0,144929,12.5
59443,119948,144929,9.4,119903.0,144929,5.7
59445,119948,144929,9.4,119903.0,144929,3.4
59447,119948,144929,9.4,119903.0,144929,2.4
59448,120325,99483,8.0,119903.0,99483,40.0
59450,120325,99483,8.0,119903.0,99483,2.3
59452,120325,99483,8.0,119903.0,99483,1.3
59454,120325,99483,8.0,119903.0,99483,1.2
59457,120325,144929,6.2,119903.0,144929,12.5
59459,120325,144929,6.2,119903.0,144929,5.7
59461,120325,144929,6.2,119903.0,144929,3.4
59463,120325,144929,6.2,119903.0,144929,2.4
59464,119963,146420,6.9,120460.0,146420,5.4
59467,119963,145373,8000.0,120460.0,145373,5400.0
59484,120048,225607,1.43,61631.0,225607,0.04
59506,120048,95710,0.052,61631.0,95710,0.09
59528,120048,209796,1.43,61631.0,209796,0.04
59550,120048,95323,0.052,61631.0,95323,0.09
59572,120048,628669,5.84,61631.0,628669,7.4
59585,170181,209804,5.7,61631.0,209804,0.04
59607,170181,98266,100.0,61631.0,98266,0.09
59635,170181,628669,5.24,61631.0,628669,7.4
59648,170422,209804,0.1,61631.0,209804,0.04
59670,170422,98266,0.37,61631.0,98266,0.09
59698,170422,628669,6.24,61631.0,628669,7.4
59707,283618,209803,0.02,61631.0,209803,0.05
59729,283618,97690,0.027,61631.0,97690,0.085
59751,283618,91120,0.11,61631.0,91120,0.39
59773,283618,91119,2.2,61631.0,91119,8.3
59799,283618,225607,0.02,61631.0,225607,0.04
59821,283618,95710,0.027,61631.0,95710,0.09
59843,283618,209796,0.02,61631.0,209796,0.04
59865,283618,95323,0.027,61631.0,95323,0.09
59887,283618,628669,7.7,61631.0,628669,7.4
59888,120082,28503,343.0,121282.0,28503,2.73
59897,120455,225607,1.14,61629.0,225607,0.3
59910,120455,95710,0.14,61629.0,95710,0.11
59923,120455,209796,1.14,61629.0,209796,0.3
59936,120455,95323,0.14,61629.0,95323,0.11
59949,120455,628669,5.94,61629.0,628669,6.52
59957,120469,225607,0.12,61629.0,225607,0.3
59970,120469,95710,0.019,61629.0,95710,0.11
59983,120469,209796,0.12,61629.0,209796,0.3
59996,120469,95323,0.019,61629.0,95323,0.11
60009,120469,628669,6.92,61629.0,628669,6.52
60010,120588,202583,19.0,121244.0,202583,6.9
60015,120588,202727,49.0,121244.0,202727,137.0
60020,120588,69617,25.0,121244.0,69617,178.0
60025,120588,202584,151.0,121244.0,202584,655.0
60026,121394,202583,10.0,121244.0,202583,6.9
60031,121394,202727,417.0,121244.0,202727,137.0
60036,121394,69617,198.0,121244.0,69617,178.0
60038,120764,147767,0.26,120342.0,147767,5.23
60042,120764,78517,3.39,120342.0,78517,92.9
60046,120764,160402,0.16,120342.0,160402,1.63
60047,120792,147767,0.48,120342.0,147767,5.23
60051,120792,78517,10.9,120342.0,78517,92.9
60055,120792,160402,0.38,120342.0,160402,1.63
60065,121345,34645,0.19,122023.0,34645,0.24
60074,121345,35559,0.44,122023.0,35559,2.4
60108,121345,35429,7.7,122023.0,35429,60.0
60114,121787,106298,860.0,59933.0,106298,770.0
60124,121787,106640,19.0,59933.0,106640,21.0
60142,122011,106640,44.0,59933.0,106640,21.0
60160,122012,106640,58.0,59933.0,106640,21.0
60178,122013,106640,18.0,59933.0,106640,21.0
60186,122410,106298,530.0,59933.0,106298,770.0
60196,122410,106640,13.0,59933.0,106640,21.0
60204,122411,106298,280.0,59933.0,106298,770.0
60214,122411,106640,10.0,59933.0,106640,21.0
60245,121983,101246,0.6,121232.0,101246,0.48
60250,121983,101247,2.0,121232.0,101247,0.56
60255,121983,5765,1.0,121232.0,5765,0.51
60260,121983,200243,0.36,121232.0,200243,0.35
60261,122276,101246,0.37,121232.0,101246,0.48
60266,122276,101247,0.5,121232.0,101247,0.56
60271,122276,5765,0.65,121232.0,5765,0.51
60276,122276,200243,0.4,121232.0,200243,0.35
60277,122048,106299,650.0,121963.0,106299,1100.0
60280,122048,106640,31.0,121963.0,106640,24.0
60281,122140,220117,0.062,123656.0,220117,0.085
60284,122140,70183,2.7,123656.0,70183,5.0
60286,122172,202583,58.0,121245.0,202583,1.4
60293,122174,220117,0.081,122858.0,220117,0.082
60296,122174,70183,5.7,122858.0,70183,3.8
60297,122189,143298,0.1,122589.0,143298,6.5
60300,122189,143296,10000.0,122589.0,143296,10000.0
60303,122591,28798,0.031,123607.0,28798,0.48
60304,122592,48452,0.2,123590.0,48452,0.042
60314,122592,207996,15.0,123590.0,207996,4.0
60324,122592,48634,0.25,123590.0,48634,0.027
60334,122592,48464,0.2,123590.0,48464,0.042
60344,122592,208872,15.0,123590.0,208872,4.0
60354,122592,48979,0.25,123590.0,48979,0.027
60358,123106,48452,0.16,123590.0,48452,0.042
60368,123106,207996,11.2,123590.0,207996,4.0
60378,123106,48634,0.21,123590.0,48634,0.027
60388,123106,48464,0.16,123590.0,48464,0.042
60398,123106,208872,11.2,123590.0,208872,4.0
60408,123106,48979,0.21,123590.0,48979,0.027
60412,123723,48452,0.09,123590.0,48452,0.042
60422,123723,207996,30.0,123590.0,207996,4.0
60432,123723,48634,0.21,123590.0,48634,0.027
60442,123723,48464,0.09,123590.0,48464,0.042
60452,123723,208872,30.0,123590.0,208872,4.0
60462,123723,48979,0.21,123590.0,48979,0.027
60472,123723,469216,30000.0,123590.0,469216,4000.0
60482,123723,469230,210.0,123590.0,469230,27.0
60492,123723,469235,90.0,123590.0,469235,42.0
60493,215379,48452,0.17,123590.0,48452,0.042
60503,215379,207996,3.15,123590.0,207996,4.0
60513,215379,48634,0.185,123590.0,48634,0.027
60520,215860,48452,0.2,123590.0,48452,0.042
60531,215860,48634,0.25,123590.0,48634,0.027
60538,215861,48452,0.19,123590.0,48452,0.042
60548,215861,207996,6.82,123590.0,207996,4.0
60558,215861,48634,0.18,123590.0,48634,0.027
60565,122600,50337,6.0,122599.0,50337,3.0
60570,122600,51320,100.0,122599.0,51320,10.0
60575,122600,71151,7.2,122599.0,71151,2.6
60580,122600,307254,-5.14,122599.0,307254,-5.59
60581,122638,157972,0.05,123693.0,157972,0.0
60639,122784,157972,0.25,123693.0,157972,0.0
60697,122786,157972,0.13,123693.0,157972,0.0
60771,122751,98326,800.0,11237.0,98326,800200.0
60780,122751,98324,350.0,11237.0,98324,200.0
60787,123210,98326,800.0,11237.0,98326,800200.0
60796,123210,98324,800.0,11237.0,98324,200.0
60800,122879,50337,2.3,121991.0,50337,5.0
60805,122879,51320,1.0,121991.0,51320,4.0
60810,122879,71151,1.9,121991.0,71151,2.3
60815,122879,307254,-5.72,121991.0,307254,-5.64
61115,122889,98326,800.0,11203.0,98326,185.0
61118,123325,98326,280.0,11203.0,98326,185.0
61119,122979,66720,833.0,122369.0,66720,850.0
61121,123208,220117,0.076,123439.0,220117,0.082
61124,123208,70183,4.3,123439.0,70183,5.3
61125,123257,28798,1.76,123680.0,28798,0.024
61126,123327,155614,39.5,122697.0,155614,50.0
61127,123355,34948,0.5,124665.0,34948,0.3
61132,123879,34948,0.8,124665.0,34948,0.3
61138,123471,202883,0.16,33874.0,202883,0.1
61142,123471,88442,0.16,33874.0,88442,0.09
61150,123789,28798,0.036,123223.0,28798,0.023
61155,123926,78658,0.18,124720.0,78658,0.26
61156,123939,78658,0.15,124720.0,78658,0.26
61157,124683,78658,0.54,124720.0,78658,0.26
61161,124030,50316,360.0,31153.0,50316,35.0
61162,124030,50316,360.0,31153.0,50316,35.0
61225,124102,34948,0.3,124242.0,34948,0.4
61226,124138,78659,1.87,124238.0,78659,20.5
61227,124141,78659,0.04,123809.0,78659,0.1
61229,124142,78659,0.12,123809.0,78659,0.1
61231,124143,78659,0.19,123809.0,78659,0.1
61233,124383,78659,0.18,123809.0,78659,0.1
61235,124618,78659,2.32,123809.0,78659,0.1
61237,124721,78659,0.35,123809.0,78659,0.1
61239,124753,78659,1.38,123809.0,78659,0.1
61241,124789,78659,0.46,123809.0,78659,0.1
61243,124360,50316,5000.0,124349.0,50316,5000.0
61247,124822,50316,10000.0,124349.0,50316,5000.0
61248,124528,140715,15.0,124409.0,140715,21.0
61251,124528,89550,1280.0,124409.0,89550,4600.0
61252,124823,78658,0.1,123940.0,78658,0.62
61253,124867,78658,0.17,123940.0,78658,0.62
61254,125464,197658,0.05,124999.0,197658,0.5
61256,125525,56496,4940.0,125410.0,56496,294.0
61258,125557,56496,158.0,125410.0,56496,294.0
61261,125535,158381,4.0,125387.0,158381,5.0
61262,125566,158381,1.1,125219.0,158381,1.2
61263,125624,106291,4730.0,125859.0,106291,2380.0
61268,125624,105516,19.0,125859.0,105516,4.0
61273,125624,106632,5.0,125859.0,106632,1.0
61275,125890,106291,656.0,124508.0,106291,492.0
61280,125890,105516,16.0,124508.0,105516,10.0
61285,125890,106632,2.0,124508.0,106632,2.0
61290,125890,212594,250.0,124508.0,212594,229.0
61291,126071,41152,17.4,126702.0,41152,20.0
61292,126335,41152,20.0,126702.0,41152,20.0
61293,126594,41152,12.8,126702.0,41152,20.0
61294,126742,41152,20.0,126702.0,41152,20.0
61295,126743,41152,20.0,126702.0,41152,20.0
61297,126236,80292,2.2,127004.0,80292,4.1
61298,126297,65464,0.16,125784.0,65464,0.079
61303,126297,63526,35.0,125784.0,63526,20.0
61306,126518,65464,13.0,125784.0,65464,0.079
61311,126518,63526,14.0,125784.0,63526,20.0
61326,126405,157780,7.0,17620.0,157780,4.0
61368,126405,4309,14.0,17620.0,4309,2.0
61410,126405,90071,3000.0,17620.0,90071,500.0
61449,126406,157780,2.0,17620.0,157780,4.0
61491,126406,4309,2.0,17620.0,4309,2.0
61533,126406,90071,880.0,17620.0,90071,500.0
61560,126421,41152,13.4,127154.0,41152,5.8
61561,126653,28194,250.0,126140.0,28194,99.0
61569,126653,28347,250.0,126140.0,28347,99.0
61571,127107,41152,6.3,126369.0,41152,3.8
61573,127115,69010,10.0,127145.0,69010,11.0
61574,127159,41152,18.6,127124.0,41152,7.3
61576,127465,212394,0.32,128193.0,212394,1.8
61582,127756,212394,0.44,128193.0,212394,1.8
61583,127609,141328,5.1,127569.0,141328,15.0
61584,127636,214661,38.7,127432.0,214661,10.0
61585,127943,214661,31.4,127432.0,214661,10.0
61586,128361,214661,17.5,127432.0,214661,10.0
61587,128398,214661,3.5,127432.0,214661,10.0
61588,127668,141328,1.3,127586.0,141328,0.46
61590,127689,96131,500.0,127717.0,96131,600.0
61597,127689,122598,500.0,127717.0,122598,600.0
61609,127719,50985,0.009,127036.0,50985,0.21
61622,127765,214661,1.18,127859.0,214661,0.48
61623,127792,214661,1.36,127859.0,214661,0.48
61624,127839,214661,1.15,127859.0,214661,0.48
61633,127771,154587,8.97,119556.0,154587,13.24
61645,127771,70487,1.1,119556.0,70487,8.0
61657,127771,216997,1.35,119556.0,216997,19.33
61666,128049,154587,1.67,119556.0,154587,13.24
61678,128049,70487,0.11,119556.0,70487,8.0
61690,128049,216997,0.8,119556.0,216997,19.33
61691,127793,214661,0.2,127860.0,214661,0.13
61692,127809,214661,0.14,127811.0,214661,0.19
61693,127810,214661,0.19,127811.0,214661,0.19
61694,127971,46624,35.0,11748.0,46624,7.8
61701,127971,135581,7.3,11748.0,135581,6.3
61707,128097,212394,1.2,126887.0,212394,0.78
61708,128108,214661,1.5,127527.0,214661,5.4
61709,128354,214661,1.4,127527.0,214661,5.4
61710,128362,214661,0.5,127527.0,214661,5.4
61711,128399,214661,0.5,127527.0,214661,5.4
61712,128288,46624,571.0,11603.0,46624,3155.0
61726,128288,135581,73.0,11603.0,135581,319.0
61739,172794,135581,119.0,11603.0,135581,319.0
61756,128351,51590,140.0,30697.0,51590,4.3
61784,128351,85086,2500.0,30697.0,85086,70.0
61802,128352,51590,10000.0,40935.0,51590,220.0
61809,128614,31628,0.0001,128928.0,31628,1e-05
61810,128789,195529,706.0,128792.0,195529,28.0
61818,128789,195522,555.0,128792.0,195522,28.0
61832,129429,210245,,90358.0,210245,
61834,129525,31629,0.0001,57214.0,31629,0.0001
61854,129829,144587,3.0,28675.0,144587,1.0
61973,129829,144591,90.0,28675.0,144591,3.0
62163,129829,1751542,8.523,28675.0,1751542,9.0
62218,130018,99856,1.0,21523.0,99856,2.0
62391,130018,211394,0.4,21523.0,211394,1.0
62542,130496,162214,8.8,130193.0,162214,15.0
62545,130496,176360,4.8,130193.0,176360,4.4
62546,130531,157793,0.00042,130541.0,157793,0.032
62549,130531,220127,0.0032,130541.0,220127,0.022
62552,130842,158781,50.0,72635.0,158781,50.0
62555,130854,144157,4.0,130348.0,144157,6.0
62556,130911,49701,25.0,131185.0,49701,30.0
62563,130911,913220,5.602,131185.0,913220,5.0
62564,131025,32525,72.0,131277.0,32525,145.0
62565,131049,49702,6.0,131050.0,49702,3.0
62567,131099,158781,75.0,131100.0,158781,25.0
62568,131172,1940,18.0,131740.0,1940,2.6
62572,131172,34149,688.0,131740.0,34149,141.0
62576,131172,61769,1000.0,131740.0,61769,1000.0
62577,131689,1940,0.5,131740.0,1940,2.6
62581,131689,34149,103.0,131740.0,34149,141.0
62585,131689,61769,1000.0,131740.0,61769,1000.0
62586,131732,1940,3.0,131740.0,1940,2.6
62590,131732,34149,52.0,131740.0,34149,141.0
62594,131732,61769,1000.0,131740.0,61769,1000.0
62595,131367,32648,22.8,192696.0,32648,84.0
62599,131542,143315,70.0,131629.0,143315,100.0
62605,131542,143325,0.26,131629.0,143325,0.43
62611,131542,143334,100.0,131629.0,143334,100.0
62617,131542,34143,0.7,131629.0,34143,1.0
62623,131542,61762,0.4,131629.0,61762,0.8
62624,131546,80666,4.7,131048.0,80666,27.0
62625,132238,89727,27.0,132845.0,89727,13.0
62626,132272,90530,1.15,132206.0,90530,0.17
62629,132272,90528,5.59,132206.0,90528,6.42
62630,132380,143315,29.0,131583.0,143315,100.0
62636,132380,143325,0.65,131583.0,143325,0.83
62642,132380,143334,100.0,131583.0,143334,100.0
62648,132380,34143,31.0,131583.0,34143,63.0
62654,132380,61762,79.0,131583.0,61762,15.0
62655,132512,90530,30.0,132271.0,90530,1.0
62658,132512,90528,30.0,132271.0,90528,2.59
62680,132890,1523078,14.0,332002.0,1523078,8.0
62681,133494,1693,0.8,134257.0,1693,0.9
62682,133987,159655,20.0,134508.0,159655,35.0
62683,134440,158893,0.078,135255.0,158893,0.044
62684,134502,159655,32.0,135063.0,159655,99.0
62712,134640,2509,6.0,131693.0,2509,7.64
62753,134640,2740,6.0,131693.0,2740,7.91
62794,134640,84541,6.0,131693.0,84541,8.17
62832,134665,2509,7.97,131693.0,2509,7.64
62873,134665,2740,8.21,131693.0,2740,7.91
62914,134665,84541,7.77,131693.0,84541,8.17
62955,134665,33869,6.79,131693.0,33869,6.27
62996,134665,33198,6.0,131693.0,33198,6.43
63037,134665,33661,6.0,131693.0,33661,5.73
63078,134665,1016,6.0,131693.0,1016,6.01
63119,134665,1745,6.0,131693.0,1745,6.18
63160,134665,3101,6.0,131693.0,3101,5.92
63202,134665,61646,6.35,131693.0,61646,6.06
63243,134665,62451,6.0,131693.0,62451,6.77
63284,134665,60841,6.0,131693.0,60841,6.88
63312,134666,2509,8.94,131693.0,2509,7.64
63353,134666,2740,8.94,131693.0,2740,7.91
63394,134666,84541,8.59,131693.0,84541,8.17
63435,134666,33869,7.35,131693.0,33869,6.27
63476,134666,33198,6.3,131693.0,33198,6.43
63517,134666,33661,5.93,131693.0,33661,5.73
63558,134666,1016,5.8,131693.0,1016,6.01
63599,134666,1745,6.52,131693.0,1745,6.18
63640,134666,3101,6.0,131693.0,3101,5.92
63681,134666,60811,6.0,131693.0,60811,6.71
63722,134666,61646,7.44,131693.0,61646,6.06
63763,134666,62451,7.85,131693.0,62451,6.77
63804,134666,60841,7.84,131693.0,60841,6.88
63832,134907,2509,7.62,131693.0,2509,7.64
63873,134907,2740,8.3,131693.0,2740,7.91
63914,134907,84541,8.76,131693.0,84541,8.17
63952,134974,2509,8.16,131693.0,2509,7.64
63993,134974,2740,8.33,131693.0,2740,7.91
64034,134974,84541,8.89,131693.0,84541,8.17
64072,136216,2509,7.5,131693.0,2509,7.64
64113,136216,2740,7.93,131693.0,2740,7.91
64154,136216,84541,8.64,131693.0,84541,8.17
64192,136240,2509,7.27,131693.0,2509,7.64
64233,136240,2740,7.97,131693.0,2740,7.91
64274,136240,84541,8.42,131693.0,84541,8.17
64285,135572,68519,300.0,48637.0,68519,33.0
64296,135572,54120,1.3,48637.0,54120,2.5
64305,135875,156457,3000.0,135876.0,156457,0.14
64307,136167,140890,52.0,136274.0,140890,89.0
64308,136167,140890,52.0,136274.0,140890,120.0
64310,136273,140890,49.0,136192.0,140890,95.0
64311,136273,140890,49.0,136192.0,140890,55.0
64312,136322,154556,8.8,134606.0,154556,9.1
64316,136322,154551,5.5,134606.0,154551,5.5
64318,136411,213820,100.0,137248.0,213820,9.0
64321,136463,144915,13.5,136735.0,144915,5.88
64326,136463,142720,12.0,136735.0,142720,21.0
64328,137005,195199,0.05,181992.0,195199,1.0
64332,166018,195199,7.4,181992.0,195199,1.0
64334,261858,195199,0.6,181992.0,195199,1.0
64336,262307,195199,0.3,181992.0,195199,1.0
64337,137062,160924,100.0,137142.0,160924,100.0
64339,137165,195222,1400.0,137024.0,195222,5300.0
64341,137235,101010,285.0,137268.0,101010,660.0
64342,137306,101010,235.0,137754.0,101010,150.0
64343,137913,101010,250.0,137754.0,101010,150.0
64344,137936,101010,300.0,137754.0,101010,150.0
64345,137939,101010,450.0,137754.0,101010,150.0
64346,137330,195222,12500.0,136571.0,195222,2200.0
64356,137374,221311,26.0,38871.0,221311,9.0
64373,176292,468975,26.0,38871.0,468975,9.0
64380,137458,143217,0.11,93063.0,143217,0.16
64390,137458,65136,2.3,93063.0,65136,3.3
64401,137616,144354,0.17,93063.0,144354,0.16
64411,137616,144358,5.8,93063.0,144358,3.3
64421,137616,144355,2.3,93063.0,144355,2.7
64434,137616,143217,0.17,93063.0,143217,0.16
64444,137616,65136,5.8,93063.0,65136,3.3
64461,137856,143217,0.13,93063.0,143217,0.16
64471,137856,65136,2.3,93063.0,65136,3.3
64483,137506,195199,0.05,182167.0,195199,0.5
64487,166016,195199,13.0,182167.0,195199,0.5
64489,262169,195199,1.5,182167.0,195199,0.5
64491,262170,195199,0.41,182167.0,195199,0.5
64492,137524,99861,0.42,137450.0,99861,1.31
64496,137524,99862,0.26,137450.0,99862,20.4
64500,137524,99994,0.76,137450.0,99994,8.49
64501,137614,144354,0.29,93212.0,144354,0.14
64512,137614,144358,14.0,93212.0,144358,6.2
64523,137614,144355,8.1,93212.0,144355,5.7
64537,137614,143217,0.73,93212.0,143217,0.14
64548,137614,65136,72.0,93212.0,65136,6.2
64559,137614,89184,35.0,93212.0,89184,5.7
64561,137661,101010,110.0,137801.0,101010,210.0
64562,137662,101010,200.0,137801.0,101010,210.0
64563,137668,52973,2.22,86481.0,52973,0.17
64573,137668,54973,3.87,86481.0,54973,19.4
64583,137668,53336,1.25,86481.0,53336,0.69
64599,137746,52973,92.0,86481.0,52973,0.17
64609,137746,54973,14.9,86481.0,54973,19.4
64619,137746,53336,7.8,86481.0,53336,0.69
64626,138076,52973,1.91,86481.0,52973,0.17
64636,138076,54973,3.83,86481.0,54973,19.4
64646,138076,53336,4.4,86481.0,53336,0.69
64675,137823,160924,100.0,137152.0,160924,100.0
64679,137961,99861,1.09,138237.0,99861,0.34
64683,137961,99862,0.65,138237.0,99862,0.37
64687,137961,99994,2.16,138237.0,99994,1.63
64688,138017,36944,32.0,138626.0,36944,4.6
64699,138017,911177,6.0,138626.0,911177,4.6
64700,138158,92156,0.35,138028.0,92156,0.035
64703,138158,92156,0.45,138028.0,92156,0.035
64706,138179,101010,250.0,137931.0,101010,350.0
64711,138244,52973,1.35,138278.0,52973,1.7
64716,138244,54973,6.62,138278.0,54973,3.85
64721,138244,53336,2.54,138278.0,53336,0.63
64723,138343,162258,55.0,137579.0,162258,73.0
64729,138384,159701,3.2,138498.0,159701,6.0
64730,138450,214632,0.055,138624.0,214632,0.32
64734,138450,218096,1000.0,138624.0,218096,1000.0
64738,138450,89884,0.18,138624.0,89884,0.91
64739,138452,88959,1.32,138678.0,88959,4.47
64746,329376,321311,0.25,329409.0,321311,0.01
64753,138614,321311,0.05,329429.0,321311,0.22
64756,138614,321538,93.0,329429.0,321538,29.0
64762,329621,321538,30.0,329429.0,321538,29.0
64764,329727,321538,7.4,329429.0,321538,29.0
64766,138706,36944,17.0,138465.0,36944,22.0
64774,138706,911177,17.0,138465.0,911177,22.0
64776,138841,36944,21.0,138465.0,36944,22.0
64784,138841,911177,21.0,138465.0,911177,22.0
64786,138902,36944,7.7,138465.0,36944,22.0
64794,138902,911177,7.7,138465.0,911177,22.0
64795,138727,214632,0.063,138934.0,214632,0.058
64800,138727,218096,540.0,138934.0,218096,660.0
64805,138727,89884,0.26,138934.0,89884,1.1
64807,138826,88959,630.0,138289.0,88959,870.0
64808,138839,92156,0.2,138840.0,92156,0.4
64811,138889,36944,76.0,138604.0,36944,10.0
64820,139118,28291,0.0026,139448.0,28291,0.0046
64833,139353,92156,2.0,138877.0,92156,1.9
64836,139432,92156,4.4,139116.0,92156,7.7
64839,139495,192716,0.59,138313.0,192716,3.4
64841,139500,210868,800.0,139637.0,210868,800.0
64844,139500,162261,0.7,139637.0,162261,0.8
64845,139501,210868,2.9,139203.0,210868,82.0
64848,139501,162261,1.5,139203.0,162261,116.0
64850,139654,38119,-0.176,11745.0,38119,-1.0
64992,139654,38127,-0.176,11745.0,38127,-1.0
65132,139929,48936,70.0,140572.0,48936,72.0
65133,139931,48936,300.0,140572.0,48936,72.0
65134,140681,48936,78.0,140572.0,48936,72.0
65135,140763,48936,300.0,140572.0,48936,72.0
65136,139987,212271,12.0,139959.0,212271,25.0
65140,139987,212278,25.0,139959.0,212278,25.0
65144,139987,212282,25.0,139959.0,212282,20.7
65146,140294,158520,2.8,140950.0,158520,12.0
65168,140294,214499,0.78,140950.0,214499,0.39
65190,140294,63615,100.0,140950.0,63615,100.0
65212,140294,78751,100.0,140950.0,78751,100.0
65234,140294,90281,100.0,140950.0,90281,100.0
65250,140311,73261,2.14,140313.0,73261,0.25
65251,140602,48936,60.0,140603.0,48936,61.0
65252,140652,155212,10.0,140776.0,155212,10.0
65255,140652,155386,,140776.0,155386,
65282,141060,158520,18.2,12911.0,158520,20.26
65421,141060,214499,0.78,12911.0,214499,1.04
65560,141060,63615,100.0,12911.0,63615,100.0
65699,141060,78751,100.0,12911.0,78751,100.0
65838,141060,90281,100.0,12911.0,90281,100.0
65946,141532,61359,110.0,142288.0,61359,235.0
65948,141532,61359,110.0,142288.0,61359,518.0
65951,141532,201338,20000.0,142288.0,201338,10000.0
65953,141532,201338,20000.0,142288.0,201338,100000.0
65954,141532,61359,123.0,142288.0,61359,235.0
65956,141532,61359,123.0,142288.0,61359,518.0
65959,141532,201338,10000.0,142288.0,201338,10000.0
65961,141532,201338,10000.0,142288.0,201338,100000.0
65962,141672,158520,66.0,141768.0,158520,19.4
65990,141672,214499,4.6,141768.0,214499,0.8
66018,141672,63615,100.0,141768.0,63615,100.0
66046,141672,78751,100.0,141768.0,78751,100.0
66074,141672,90281,100.0,141768.0,90281,100.0
66099,141910,43500,17.0,75236.0,43500,6.0
66102,141910,102496,2.9,75236.0,102496,0.6
66106,142159,201228,7990.0,142598.0,201228,
66110,142159,61359,408.0,142598.0,61359,2590.0
66114,142159,201338,7990.0,142598.0,201338,28600.0
66117,142553,61359,20000.0,143684.0,61359,150000.0
66120,142553,201338,20000.0,143684.0,201338,100000.0
66121,142580,154959,0.16,142582.0,154959,3.42
66124,142580,154960,0.16,142582.0,154960,0.63
66125,142599,61359,7730.0,143683.0,61359,10000.0
66128,142599,201338,10000.0,143683.0,201338,10000.0
66129,142719,61359,739.0,142459.0,61359,32600.0
66131,142719,61359,739.0,142459.0,61359,6150.0
66133,142719,61359,739.0,142459.0,61359,3530.0
66136,142719,201338,5820.0,142459.0,201338,20000.0
66138,142719,201338,5820.0,142459.0,201338,88000.0
66140,142719,201338,5820.0,142459.0,201338,10000.0
66141,142719,61359,477.0,142459.0,61359,32600.0
66143,142719,61359,477.0,142459.0,61359,6150.0
66145,142719,61359,477.0,142459.0,61359,3530.0
66148,142719,201338,20000.0,142459.0,201338,20000.0
66150,142719,201338,20000.0,142459.0,201338,88000.0
66152,142719,201338,20000.0,142459.0,201338,10000.0
66155,142849,36781,0.009,46338.0,36781,0.005
66158,142952,197451,120.0,143205.0,197451,21.0
66161,142952,196364,120.0,143205.0,196364,9.0
66162,142994,149906,100.0,143753.0,149906,100.0
66165,142994,215065,100.0,143753.0,215065,100.0
66166,143280,143509,100.0,143168.0,143509,100.0
66170,143280,65140,100.0,143168.0,65140,100.0
66174,143280,89346,100.0,143168.0,89346,100.0
66175,143307,36647,0.06,142964.0,36647,0.04
66178,143307,36652,0.8,142964.0,36652,1.7
66179,143357,149906,100.0,143444.0,149906,100.0
66182,143357,215065,5.6,143444.0,215065,100.0
66183,143788,105132,0.28,143789.0,105132,0.89
66186,143788,105134,100.0,143789.0,105134,100.0
66187,144057,105132,1.36,143789.0,105132,0.89
66190,144057,105134,100.0,143789.0,105134,100.0
66191,144075,105132,0.71,143789.0,105132,0.89
66194,144075,105134,100.0,143789.0,105134,100.0
66195,143881,105132,1.1,143888.0,105132,1.22
66200,143881,105134,62.0,143888.0,105134,1.03
66203,143931,105132,0.95,143888.0,105132,1.22
66208,143931,105134,100.0,143888.0,105134,1.03
66211,143932,105132,0.83,143888.0,105132,1.22
66216,143932,105134,16.0,143888.0,105134,1.03
66219,143934,149906,100.0,143163.0,149906,100.0
66222,143934,215065,45.4,143163.0,215065,100.0
66225,143957,88523,3.3,229363.0,88523,11.0
66226,228687,88523,2.7,229363.0,88523,11.0
66227,229102,88523,2.5,229363.0,88523,11.0
66228,229103,88523,3.2,229363.0,88523,11.0
66229,144390,160925,100.0,144566.0,160925,100.0
66230,144479,160925,100.0,144523.0,160925,100.0
66231,144531,160925,100.0,144616.0,160925,100.0
66232,144565,160925,100.0,144606.0,160925,100.0
66234,144573,157693,8.7,144009.0,157693,9.0
66238,144573,159916,0.002,144009.0,159916,0.001
66242,144573,158921,0.48,144009.0,158921,0.005
66243,144574,157693,8.0,143397.0,157693,8.3
66247,144574,159916,0.01,143397.0,159916,0.005
66251,144574,158921,100.0,143397.0,158921,0.57
66253,144859,1629,8.1,144763.0,1629,8.5
66256,144859,1012,7.6,144763.0,1012,7.9
66257,144948,89920,0.7,144444.0,89920,0.2
66258,145064,61358,546.0,145097.0,61358,1000.0
66260,145064,61358,546.0,145097.0,61358,1900.0
66263,145064,201226,2580.0,145097.0,201226,10000.0
